Formulation,Baseline_Mean,Baseline_SE,ODE_Mean,ODE_SE,SCM_Mean,SCM_SE
MASS_ACTION,1.9555168501790878,0.2022530109295565,2.2402404500681827,0.26304852150435,1.5594019581026999,0.1204583821863494
MM,1.9555168501790878,0.2022530109295565,1.7360207295293193,0.11372326546835468,1.4813559886885403,0.0979787341905845
HILL,1.9555168501790878,0.2022530109295565,1.8806040365759777,0.1309486568707243,1.4637161911377412,0.09344172401023158
