formulation,test_case_id,ligand,target,protein,baseline_log2,ode_log2,scm_log2,baseline_fold,ode_fold,scm_fold
mass_action,9,Insulin,AKT,MAPK,0.16814390992745087,0.06026617412637547,0.3207925728989529,1.1236119785910754,1.0426581112713023,1.249016532255656
mass_action,9,Insulin,AKT,MEK,0.1432332979280897,0.007999468324571435,0.22311245348158204,1.104377421377238,1.0055602098199752,1.1672490816193384
mass_action,9,Insulin,AKT,mTOR,0.11299013097528099,0.14803998348337777,0.08384846520394829,1.0814673654789353,1.1080630567851268,1.0598414561318656
mass_action,9,Insulin,AKT,PDK1,0.08171953399739948,0.1887752822012871,0.08171953399739948,1.0582786410434355,1.1397957214250443,1.0582786410434355
mm,9,Insulin,AKT,AKT,3.201810567216272,2.8469041627910476,2.6403389629546323,9.20112691535438,7.194548552546737,6.2347813346691
mm,9,Insulin,AKT,EGFR,0.17697780499280746,0.43805859361356836,0.17697780499280746,1.1305131747163943,1.3547799994002756,1.1305131747163943
mm,9,Insulin,AKT,GSK3,0.05008844024608583,0.2323422197713289,0.03645901194363699,1.0353283897080183,1.1747405968202727,1.025593491717367
mm,9,Insulin,AKT,MAPK,0.16814390992745087,0.08159665088902202,0.3523940902261733,1.1236119785910754,1.0581885048559052,1.2766774616462213
mm,9,Insulin,AKT,MEK,0.1432332979280897,0.5906139888437729,0.37477090421001735,1.104377421377238,1.5058874936362923,1.2966336366394169
mm,9,Insulin,AKT,mTOR,0.11299013097528099,0.5601660297600669,0.004453449014178434,1.0814673654789353,1.4744388904670749,1.0030916649965058
mm,9,Insulin,AKT,PDK1,0.08171953399739948,0.5432385008622768,0.08171953399739948,1.0582786410434355,1.4572399993658722,1.0582786410434355
hill,9,Insulin,AKT,AKT,3.201810567216272,2.974582899770107,2.5958628057342654,9.20112691535438,7.860291956290358,6.045504783703092
hill,9,Insulin,AKT,EGFR,0.17697780499280746,0.3374349706327351,0.17697780499280746,1.1305131747163943,1.2635081504482073,1.1305131747163943
hill,9,Insulin,AKT,GSK3,0.05008844024608583,0.2887475363959648,0.13212124803129,1.0353283897080183,1.2215793133860078,1.0959038653313125
hill,9,Insulin,AKT,MAPK,0.16814390992745087,0.004595566780588367,0.3261917326051855,1.1236119785910754,1.0031904829480973,1.2536996246891716
hill,9,Insulin,AKT,MEK,0.1432332979280897,0.1837149453032354,0.28104903149512683,1.104377421377238,1.1358048247778696,1.215078086898916
hill,9,Insulin,AKT,mTOR,0.11299013097528099,0.7161095732470516,0.013918590651860074,1.0814673654789353,1.6427461639735141,1.009694320291485
hill,9,Insulin,AKT,PDK1,0.08171953399739948,0.8890074046390941,0.08171953399739948,1.0582786410434355,1.8519015499236857,1.0582786410434355
mass_action,10,EGF,AKT,AKT,2.7961439996734234,1.599979305404929,1.5199492118103515,6.945815068624849,3.031389649242552,2.8678095367753635
mass_action,10,EGF,AKT,EGFR,0.047823601207797495,0.5658638091925452,0.047823601207797495,1.0337043371549497,1.480273553174859,1.0337043371549497
mass_action,10,EGF,AKT,GSK3,0.04957902715093626,0.7872667844899011,0.2835225858747144,1.0349628815987055,1.7258017964303336,1.217163170499445
mass_action,10,EGF,AKT,MAPK,0.3543120387474028,0.3373130438366587,0.07593721661372688,1.278375831649899,1.2634013718244823,1.0540455522042376
mass_action,10,EGF,AKT,MEK,0.12012372581510045,0.6240743939098976,0.1755219612267318,1.0868280651215854,1.5412216891958006,1.1293729334560492
mass_action,10,EGF,AKT,mTOR,0.3580942690589288,0.811736925366646,0.2856348068681306,1.2817316727610213,1.7553234837788907,1.218946499936081
mass_action,10,EGF,AKT,PDK1,0.07281768611842257,0.5824318871364094,0.07281768611842257,1.0517688584035223,1.4973711747619751,1.0517688584035223
mm,10,EGF,AKT,AKT,2.7961439996734234,0.8815475544243834,1.2602308165894238,6.945815068624849,1.8423504997147975,2.3953406088112787
mm,10,EGF,AKT,EGFR,0.047823601207797495,0.4191926416218421,0.047823601207797495,1.0337043371549497,1.3371790356602107,1.0337043371549497
mm,10,EGF,AKT,GSK3,0.04957902715093626,0.3282651226961582,0.24347874610553538,1.0349628815987055,1.2555026926203836,1.1838438050977993
mm,10,EGF,AKT,MAPK,0.3543120387474028,0.22199369717095818,0.06204152559482723,1.278375831649899,1.1663442742662575,1.0439419751354606
mm,10,EGF,AKT,MEK,0.12012372581510045,1.0839419353424895,0.3170969542104576,1.0868280651215854,2.119820247922467,1.245821136343883
mm,10,EGF,AKT,mTOR,0.3580942690589288,0.27422102883270016,0.2821000070631773,1.2817316727610213,1.2093409393393504,1.2159635703868734
mm,10,EGF,AKT,PDK1,0.07281768611842257,0.05456841237563863,0.07281768611842257,1.0517688584035223,1.0385483711870498,1.0517688584035223
hill,10,EGF,AKT,AKT,2.7961439996734234,0.7947502594688078,1.244910159789221,6.945815068624849,1.7347770463555914,2.3700379491260795
hill,10,EGF,AKT,EGFR,0.047823601207797495,0.5198162629656531,0.047823601207797495,1.0337043371549497,1.4337726356823062,1.0337043371549497
hill,10,EGF,AKT,GSK3,0.04957902715093626,0.6991723709903728,0.3553824961707152,1.0349628815987055,1.6235731323939575,1.279324718745776
hill,10,EGF,AKT,MAPK,0.3543120387474028,0.40528615803709966,0.06684588494970578,1.278375831649899,1.3243515689978718,1.0474242306450927
hill,10,EGF,AKT,MEK,0.12012372581510045,0.9926124918437007,0.24608376645651076,1.0868280651215854,1.9897849152578637,1.1859833585506414
hill,10,EGF,AKT,mTOR,0.3580942690589288,0.2295384786409933,0.27068953308375554,1.2817316727610213,1.1724598167237095,1.2063842787711951
hill,10,EGF,AKT,PDK1,0.07281768611842257,0.05715480916522638,0.07281768611842257,1.0517688584035223,1.0404119024895753,1.0517688584035223
mass_action,11,Insulin,AKT,AKT,3.1656380727713636,3.8162061290361207,2.832591290457539,8.97329644140012,14.086156671754827,7.123524853821959
mass_action,11,Insulin,AKT,EGFR,0.03443427543118993,0.14884389459119252,0.03443427543118993,1.0241551419271995,1.1086806734023804,1.0241551419271995
mass_action,11,Insulin,AKT,GSK3,0.2505096403642015,0.08603097415647593,0.25855934450407053,1.1896272835006574,1.061445997578408,1.1962835156447307
mass_action,11,Insulin,AKT,MAPK,0.3571466591018708,0.12873657504804448,0.13178982372453296,1.280890065311408,1.0933358045991577,1.095652136828422
mass_action,11,Insulin,AKT,MEK,0.21218783914529826,0.07695400954178,0.15415791226437348,1.1584436259376742,1.0547886918131717,1.112771913972332
mass_action,11,Insulin,AKT,mTOR,0.0813787112438592,0.34240882570251796,0.1105203770151919,1.0580286624759887,1.2678717560451909,1.079617582034595
mass_action,11,Insulin,AKT,PDK1,0.1311872867294741,0.024131538525586513,0.1311872867294741,1.0951946367417855,1.016867382516645,1.0951946367417855
mm,11,Insulin,AKT,AKT,3.1656380727713636,2.810731668346139,2.6041664685097237,8.97329644140012,7.016403264290975,6.080400985441614
mm,11,Insulin,AKT,EGFR,0.03443427543118993,0.2955150640519508,0.03443427543118993,1.0241551419271995,1.2273230720323063,1.0241551419271995
mm,11,Insulin,AKT,GSK3,0.2505096403642015,0.0682558608389584,0.2641390686666503,1.1896272835006574,1.048448400534756,1.200919184575792
mm,11,Insulin,AKT,MAPK,0.3571466591018708,0.10740609828539793,0.16339134105175335,1.280890065311408,1.077289575323708,1.1199166326223255
mm,11,Insulin,AKT,MEK,0.21218783914529826,0.5216594476265644,0.3058163629928088,1.1584436259376742,1.4356055917353334,1.2361179085807943
mm,11,Insulin,AKT,mTOR,0.0813787112438592,0.7545348719792071,0.18991539320496176,1.0580286624759887,1.687087583861505,1.1406968177859347
mm,11,Insulin,AKT,PDK1,0.1311872867294741,0.3303316801354032,0.1311872867294741,1.0951946367417855,1.2573023990796612,1.0951946367417855
hill,11,Insulin,AKT,AKT,3.1656380727713636,2.9384104053251985,2.5596903112893568,8.97329644140012,7.665662096459594,5.895811139344664
hill,11,Insulin,AKT,EGFR,0.03443427543118993,0.19489144107111755,0.03443427543118993,1.0241551419271995,1.1446380264193587,1.0241551419271995
hill,11,Insulin,AKT,GSK3,0.2505096403642015,0.011850544214322523,0.4327193286415773,1.1896272835006574,1.0082480001773475,1.34977536542256
hill,11,Insulin,AKT,MAPK,0.3571466591018708,0.18440718239383158,0.13718898343076558,1.280890065311408,1.1363499399023178,1.0997602011328071
hill,11,Insulin,AKT,MEK,0.21218783914529826,0.11476040408602683,0.21209449027791827,1.1584436259376742,1.0827952051276557,1.1583686718421362
hill,11,Insulin,AKT,mTOR,0.0813787112438592,0.9104784154661918,0.18045025156728012,1.0580286624759887,1.8796687164144765,1.133237502889773
hill,11,Insulin,AKT,PDK1,0.1311872867294741,0.6761005839122205,0.1311872867294741,1.0951946367417855,1.5978152278221927,1.0951946367417855
mass_action,12,EGF,AKT,AKT,2.5925788721297933,1.3964141778612986,1.316384084266721,6.031759357499119,2.6324646859140706,2.4904113970881605
mass_action,12,EGF,AKT,EGFR,0.12447128446004108,0.6425114924447888,0.12447128446004108,1.0901081591368622,1.561044314191113,1.0901081591368622
mass_action,12,EGF,AKT,GSK3,0.08090557495221645,0.8185933322911811,0.3148491336759946,1.0576817356014263,1.7636855116319539,1.243881570608008
mass_action,12,EGF,AKT,MAPK,0.0028728091070489015,0.6887522734770126,0.275502013026627,1.0019932634465505,1.6118888602686703,1.2104152028114483
mass_action,12,EGF,AKT,MEK,0.09497910406060939,0.6492190156643887,0.20066658298122286,1.0680499383416615,1.568318976725842,1.1492292223475413
mass_action,12,EGF,AKT,mTOR,0.27456751384246547,0.7282101701501826,0.20210805165166723,1.2096314157159511,1.656582634139839,1.15037804849081
mass_action,12,EGF,AKT,PDK1,0.1282309408796012,0.637845141897588,0.1282309408796012,1.0929526806133012,1.5560033235946091,1.0929526806133012
mm,12,EGF,AKT,AKT,2.5925788721297933,0.677982426880753,1.0566656890457935,6.031759357499119,1.5999007685426343,2.0801184582150904
mm,12,EGF,AKT,EGFR,0.12447128446004108,0.4958403248740857,0.12447128446004108,1.0901081591368622,1.4101418796518561,1.0901081591368622
mm,12,EGF,AKT,GSK3,0.08090557495221645,0.3595916704974384,0.2748052939068156,1.0576817356014263,1.283062697796226,1.2098307994608208
mm,12,EGF,AKT,MAPK,0.0028728091070489015,0.5734329268113121,0.28939770404552667,1.0019932634465505,1.4880602355314747,1.2221299566752712
mm,12,EGF,AKT,MEK,0.09497910406060939,1.1090865570969806,0.34224157596494864,1.0680499383416615,2.1570902780372982,1.2677247818604005
mm,12,EGF,AKT,mTOR,0.27456751384246547,0.1906942736162368,0.19857325184671393,1.2096314157159511,1.1413128220395203,1.1475629153625035
mm,12,EGF,AKT,PDK1,0.1282309408796012,0.10998166713681726,0.1282309408796012,1.0929526806133012,1.0792145224364276,1.0929526806133012
hill,12,EGF,AKT,AKT,2.5925788721297933,0.5911851319251775,1.0413450322455904,6.031759357499119,1.5064837717600883,2.058145579176715
hill,12,EGF,AKT,EGFR,0.12447128446004108,0.5964639462178967,0.12447128446004108,1.0901081591368622,1.512006085614557,1.0901081591368622
hill,12,EGF,AKT,GSK3,0.08090557495221645,0.7304989187916529,0.3867090439719954,1.0576817356014263,1.6592127882825058,1.3074076500508685
hill,12,EGF,AKT,MAPK,0.0028728091070489015,0.7567253876774536,0.2845933446906481,1.0019932634465505,1.6896511186023695,1.2180668763582367
hill,12,EGF,AKT,MEK,0.09497910406060939,1.0177571135981918,0.2712283882110018,1.0680499383416615,2.0247687039948468,1.206834954591481
hill,12,EGF,AKT,mTOR,0.27456751384246547,0.14601172342452995,0.18716277786729218,1.2096314157159511,1.1065063445912027,1.1385224802036629
hill,12,EGF,AKT,PDK1,0.1282309408796012,0.001741554404047746,0.1282309408796012,1.0929526806133012,1.0012078824280437,1.0929526806133012
mass_action,13,Insulin,AKT,AKT,3.180058130506852,3.8306261867716094,2.8470113481930275,9.06343626801884,14.22765692513529,7.195083093252803
mass_action,13,Insulin,AKT,EGFR,0.06658580715802742,0.18099542631803,0.06658580715802742,1.0472354262058468,1.1336658187859379,1.0472354262058468
mass_action,13,Insulin,AKT,GSK3,0.20063038671638567,0.3651090529241112,0.19258068257651662,1.149200389307789,1.2879789838098994,1.1428061320341112
mass_action,13,Insulin,AKT,MAPK,0.3991549629313167,0.17074487887749035,0.08978151989508709,1.3187352550333302,1.1256395143986135,1.0642090076413941
mass_action,13,Insulin,AKT,MEK,0.2253537669841852,0.09011993738066693,0.14099198442548655,1.1690638825964677,1.0644586717561157,1.1026630366859724
mass_action,13,Insulin,AKT,mTOR,0.18465144707355174,0.4456815615322105,0.21379311284488445,1.1365423531604708,1.3619573837906325,1.1597333330531232
mass_action,13,Insulin,AKT,PDK1,0.039039250098447165,0.14609499830233477,0.039039250098447165,1.0274293913404342,1.10657021591358,1.0274293913404342
mm,13,Insulin,AKT,AKT,3.180058130506852,2.8251517260816272,2.6185865262452124,9.06343626801884,7.086885430779116,6.141480689447747
mm,13,Insulin,AKT,EGFR,0.06658580715802742,0.3276665957787883,0.06658580715802742,1.0472354262058468,1.2549819337072514,1.0472354262058468
mm,13,Insulin,AKT,GSK3,0.20063038671638567,0.38288416624162874,0.18700095841393682,1.149200389307789,1.303946037432867,1.1383947853352339
mm,13,Insulin,AKT,MAPK,0.3991549629313167,0.1494144021148438,0.12138303722230748,1.3187352550333302,1.1091191830845135,1.0877771586281635
mm,13,Insulin,AKT,MEK,0.2253537669841852,0.5084935197876774,0.29265043515392186,1.1690638825964677,1.4225639606730807,1.2248885055985534
mm,13,Insulin,AKT,mTOR,0.18465144707355174,0.8578076078088996,0.2931881290346543,1.1365423531604708,1.812282181526706,1.225345107849107
mm,13,Insulin,AKT,PDK1,0.039039250098447165,0.5005582169633245,0.039039250098447165,1.0274293913404342,1.4147608649733316,1.0274293913404342
hill,13,Insulin,AKT,AKT,3.180058130506852,2.952830463060687,2.5741103690248455,9.06343626801884,7.742666289601436,5.955036575319934
hill,13,Insulin,AKT,EGFR,0.06658580715802742,0.22704297279795504,0.06658580715802742,1.0472354262058468,1.1704335040422074,1.0472354262058468
hill,13,Insulin,AKT,GSK3,0.20063038671638567,0.4392894828662646,0.01842069843900984,1.149200389307789,1.355936373877906,1.0128501173987072
hill,13,Insulin,AKT,MAPK,0.3991549629313167,0.22641548622327745,0.0951806796013197,1.3187352550333302,1.1699245457414558,1.0681991783258158
hill,13,Insulin,AKT,MEK,0.2253537669841852,0.10159447624713991,0.19892856243903134,1.1690638825964677,1.072958648581382,1.147845574872323
hill,13,Insulin,AKT,mTOR,0.18465144707355174,1.0137511512958843,0.28372298739697266,1.1365423531604708,2.0191542837000536,1.2173322556403505
hill,13,Insulin,AKT,PDK1,0.039039250098447165,0.8463271207401417,0.039039250098447165,1.0274293913404342,1.7979178719741407,1.0274293913404342
mass_action,14,EGF,AKT,AKT,2.5855962742794882,1.3894315800109935,1.309401486416416,6.002636369164349,2.6197544244802726,2.478387007889675
mass_action,14,EGF,AKT,EGFR,0.07021209859697386,0.5882523065817216,0.07021209859697386,1.0498710196374923,1.503424382344589,1.0498710196374923
mass_action,14,EGF,AKT,GSK3,0.022038466843955884,0.7597262241829206,0.25598202556773403,1.0153931741239721,1.6931692866891712,1.1941483091752405
mass_action,14,EGF,AKT,MAPK,0.25199666827953493,0.4396284143045266,0.026378153854140995,1.1908540992359096,1.3562549605783338,1.0184521176595445
mass_action,14,EGF,AKT,MEK,0.18092279028523217,0.5632753294397659,0.11472289675660008,1.133608743026775,1.4776200313343297,1.0827670548759485
mass_action,14,EGF,AKT,mTOR,0.14568665435069472,0.30795600195702244,0.21814611654149296,1.1062570538800238,1.237952536275386,1.163237848623935
mass_action,14,EGF,AKT,PDK1,0.08542361661870272,0.5950378176366895,0.08542361661870272,1.060999235423136,1.5105121803840034,1.060999235423136
mm,14,EGF,AKT,AKT,2.5855962742794882,0.6709998290304482,1.0496830911954884,6.002636369164349,1.5921760088734462,2.070075075844701
mm,14,EGF,AKT,EGFR,0.07021209859697386,0.4415811390110185,0.07021209859697386,1.0498710196374923,1.3580919293328146,1.0498710196374923
mm,14,EGF,AKT,GSK3,0.022038466843955884,0.30072456238917783,0.215938185798555,1.0153931741239721,1.2317628842995594,1.1614589665944584
mm,14,EGF,AKT,MAPK,0.25199666827953493,0.32430906763882605,0.04027384487304064,1.1908540992359096,1.252064658938417,1.0283089964006231
mm,14,EGF,AKT,MEK,0.18092279028523217,1.0231428708723578,0.25629788974032586,1.133608743026775,2.0323415399070526,1.1944097850595148
mm,14,EGF,AKT,mTOR,0.14568665435069472,0.22955989457692338,0.22168091634644627,1.1062570538800238,1.1724772213102446,1.1660914345667386
mm,14,EGF,AKT,PDK1,0.08542361661870272,0.06717434287591878,0.08542361661870272,1.060999235423136,1.0476627245381398,1.060999235423136
hill,14,EGF,AKT,AKT,2.5855962742794882,0.5842025340748727,1.0343624343952855,6.002636369164349,1.4992100549701532,2.0482082878921912
hill,14,EGF,AKT,EGFR,0.07021209859697386,0.5422047603548295,0.07021209859697386,1.0498710196374923,1.4561962108963082,1.0498710196374923
hill,14,EGF,AKT,GSK3,0.022038466843955884,0.6716318106833923,0.32784193586373483,1.0153931741239721,1.5928736243925623,1.2551344690699833
hill,14,EGF,AKT,MAPK,0.25199666827953493,0.5076015285049675,0.03546948551816209,1.1908540992359096,1.421684687906603,1.0248902911964148
hill,14,EGF,AKT,MEK,0.18092279028523217,0.931813427373569,0.18528470198637903,1.133608743026775,1.9076723805814402,1.137041335265662
hill,14,EGF,AKT,mTOR,0.14568665435069472,0.27424244476863024,0.233091390325868,1.1062570538800238,1.2093588914079234,1.175350780944857
hill,14,EGF,AKT,PDK1,0.08542361661870272,0.04454887866494623,0.08542361661870272,1.060999235423136,1.0313606291285322,1.060999235423136
mass_action,15,Insulin,AKT,AKT,3.1921942361887425,3.8427622924535,2.859147453874918,9.140000449211602,14.347846318048916,7.255864195404162
mass_action,15,Insulin,AKT,EGFR,0.044408452701555134,0.15881807186155772,0.044408452701555134,1.031260245639641,1.1163721752520712,1.031260245639641
mass_action,15,Insulin,AKT,GSK3,0.09230628809442365,0.2567849543021492,0.0842565839545546,1.0660730422606612,1.1948130947511053,1.0601413132357058
mass_action,15,Insulin,AKT,MAPK,0.034007600802353544,0.2624176848561799,0.5229440836287573,1.0238522945541653,1.199487135538861,1.4368844843007105
mass_action,15,Insulin,AKT,MEK,0.09322605476471457,0.22845988436823284,0.4595718061743863,1.0667529164226586,1.171583584533857,1.375133616061285
mass_action,15,Insulin,AKT,mTOR,0.13862365115889208,0.39965376561755084,0.16776531693022478,1.1008543861063116,1.3191912782366002,1.1233171582695636
mass_action,15,Insulin,AKT,PDK1,0.021666438817066622,0.08538930938682099,0.021666438817066622,1.015131368262907,1.0609740052026297,1.015131368262907
mm,15,Insulin,AKT,AKT,3.1921942361887425,2.837287831763518,2.630722631927103,9.140000449211602,7.146752523586856,6.193361391909123
mm,15,Insulin,AKT,EGFR,0.044408452701555134,0.30548924132231603,0.044408452701555134,1.031260245639641,1.2358376586983972,1.031260245639641
mm,15,Insulin,AKT,GSK3,0.09230628809442365,0.2745600676196667,0.07867685979197481,1.0660730422606612,1.2096251724271576,1.056049061058023
mm,15,Insulin,AKT,MAPK,0.034007600802353544,0.28374816161882643,0.5545456009559777,1.0238522945541653,1.2173534975929314,1.4687059688337156
mm,15,Insulin,AKT,MEK,0.09322605476471457,0.8270733415365772,0.6112302569028216,1.0667529164226586,1.7740827961352512,1.5275612802239409
mm,15,Insulin,AKT,mTOR,0.13862365115889208,0.81177981189424,0.24716033311999464,1.1008543861063116,1.7553756644863923,1.1868686923268081
mm,15,Insulin,AKT,PDK1,0.021666438817066622,0.43985252804781066,0.021666438817066622,1.015131368262907,1.3564656627554834,1.015131368262907
hill,15,Insulin,AKT,AKT,3.1921942361887425,2.964966568742578,2.586246474706736,9.140000449211602,7.808073149337839,6.005342274602131
hill,15,Insulin,AKT,EGFR,0.044408452701555134,0.20486561834148276,0.044408452701555134,1.031260245639641,1.152578983368137,1.031260245639641
hill,15,Insulin,AKT,GSK3,0.09230628809442365,0.3309653842443026,0.08990340018295218,1.0660730422606612,1.2578547907407251,1.0642989168568049
hill,15,Insulin,AKT,MAPK,0.034007600802353544,0.20674707751039278,0.5283432433349899,1.0238522945541653,1.1540830745795199,1.4422719733230636
hill,15,Insulin,AKT,MEK,0.09322605476471457,0.42017429799603967,0.5175083841879311,1.0667529164226586,1.3380892051504782,1.4314808636354486
hill,15,Insulin,AKT,mTOR,0.13862365115889208,0.9677233553812247,0.237695191482313,1.1008543861063116,1.9557518848773698,1.1791074474645271
hill,15,Insulin,AKT,PDK1,0.021666438817066622,0.785621431824628,0.021666438817066622,1.015131368262907,1.7238346904890551,1.015131368262907
mass_action,16,EGF,AKT,AKT,2.6230857320940246,1.4269210378255297,1.3468909442309522,6.160663480187437,2.6887228240017316,2.5436337286248976
mass_action,16,EGF,AKT,EGFR,0.01272995334603877,0.5307701613307865,0.01272995334603877,1.0088627751402806,1.4447002214704803,1.0088627751402806
mass_action,16,EGF,AKT,GSK3,0.06813247538642125,0.805820232725386,0.3020760341101994,1.0483587365759828,1.748139400025154,1.2329173019814428
mass_action,16,EGF,AKT,MAPK,0.0847116056499626,0.7763366882340241,0.36308642778363853,1.0604757313655249,1.712776240753553,1.2861745322048972
mass_action,16,EGF,AKT,MEK,0.047624931290395356,0.6965731884346027,0.2480207557514369,1.0335619981228643,1.6206507102953422,1.1875767513685387
mass_action,16,EGF,AKT,mTOR,0.08798802367054703,0.5416306799782642,0.015528561479748793,1.0628868509166107,1.455616873377819,1.010821714315591
mass_action,16,EGF,AKT,PDK1,0.09380147667653731,0.6034156776945241,0.09380147667653731,1.0671784779001503,1.5193093790203944,1.0671784779001503
mm,16,EGF,AKT,AKT,2.6230857320940246,0.7084892868449842,1.0871725490100246,6.160663480187437,1.6340920869845657,2.12457246061335
mm,16,EGF,AKT,EGFR,0.01272995334603877,0.3840989937600834,0.01272995334603877,1.0088627751402806,1.305044493175371,1.0088627751402806
mm,16,EGF,AKT,GSK3,0.06813247538642125,0.3468185709316432,0.2620321943410204,1.0483587365759828,1.271753064776672,1.1991666733965554
mm,16,EGF,AKT,MAPK,0.0847116056499626,0.6610173415683236,0.3769821188025382,1.0604757313655249,1.5811972394943068,1.298622507111112
mm,16,EGF,AKT,MEK,0.047624931290395356,1.1564407298671946,0.3895957487351627,1.0335619981228643,2.229068157149157,1.3100262756944374
mm,16,EGF,AKT,mTOR,0.08798802367054703,0.004114783444318371,0.011993761674795489,1.0628868509166107,1.0028562217940908,1.0083480947098324
mm,16,EGF,AKT,PDK1,0.09380147667653731,0.07555220293375337,0.09380147667653731,1.0671784779001503,1.053764295390327,1.0671784779001503
hill,16,EGF,AKT,AKT,2.6230857320940246,0.6216919918894087,1.0718518922098217,6.160663480187437,1.538678684957593,2.1021300013865916
hill,16,EGF,AKT,EGFR,0.01272995334603877,0.48472261510389436,0.01272995334603877,1.0088627751402806,1.3993167951058156,1.0088627751402806
hill,16,EGF,AKT,GSK3,0.06813247538642125,0.7177258192258578,0.3739359444062002,1.0483587365759828,1.6445875577547562,1.2958834269911303
hill,16,EGF,AKT,MAPK,0.0847116056499626,0.8443098024344651,0.37217775944765963,1.0604757313655249,1.7954056029783778,1.2943051204706149
hill,16,EGF,AKT,MEK,0.047624931290395356,1.0651112863684058,0.31858256098121585,1.0335619981228643,2.0923312712594035,1.2471046741085465
hill,16,EGF,AKT,mTOR,0.08798802367054703,0.04056776674738849,0.0005832876953737465,1.0628868509166107,1.0285185162847683,1.0004043859634713
hill,16,EGF,AKT,PDK1,0.09380147667653731,0.036171018607111645,0.09380147667653731,1.0671784779001503,1.0253887813630382,1.0671784779001503
