Group,N,Baseline_Log2,ODE_Log2,SCM_Log2,Baseline_Fold,ODE_Fold,SCM_Fold
Small (<0.5),142,0.21178150487442854,1.7237050266529474,0.1785845521645105,1.1634933064936317,4.457935561130925,1.1356091507531718
Large (≥0.5),48,1.1794100722859278,1.7291885758423673,0.9113459228666803,2.8251110678127582,5.049188002206631,2.126293776472855
