tf_knockdown,gene,baseline_log2,true_knockdown_log2,true_fc,ode_pred_log2,scm_pred_log2,ode_fc,scm_fc,ode_abs_error,scm_abs_error,ode_fc_error,scm_fc_error,scm_wins_abs,scm_wins_fc,ode_fold_error,scm_fold_error,baseline_error
lacI,ansB,6.0263368195068026,6.449003392204832,0.4226665726980299,6.198630885389717,6.078705725727998,0.17229406588291418,0.05236890622119539,0.2503725068151157,0.3702976664768345,0.2503725068151157,0.3702976664768345,False,False,1.1895142103606875,1.2926195050154206,0.4226665726980299
lacI,araB,5.71934241545828,6.939735384186598,1.2203929687283175,6.174320407735678,6.003586740865067,0.45497799227739755,0.284244325406787,0.7654149764509199,0.9361486433215305,0.7654149764509199,0.9361486433215305,False,False,1.6998588749573937,1.913413448267048,1.2203929687283175
lacI,araA,5.71934241545828,6.939735384186598,1.2203929687283175,6.72472131218617,6.002526352256112,1.0053788967278896,0.2831839367978315,0.21501407200042788,0.937209031930486,0.21501407200042788,0.937209031930486,False,False,1.1607152359071018,1.9148203344064472,1.2203929687283175
lacI,araD,5.71934241545828,6.939735384186598,1.2203929687283175,6.170065875927954,6.003627970829561,0.45072346046967393,0.2842855553712802,0.7696695082586436,0.9361074133570373,0.7696695082586436,0.9361074133570373,False,False,1.70487918606577,1.9133587666891456,1.2203929687283175
lacI,araC,7.6150158481822725,7.812719265128767,0.19770341694649485,5.960040845412758,7.671380660677965,-1.6549750027695147,0.05636481249569236,1.8526784197160096,0.14133860445080249,1.8526784197160096,0.14133860445080249,True,True,3.6117008938361,1.102927992894029,0.19770341694649485
lacI,araE,6.556510923820333,6.298699007691322,-0.2578119161290111,5.9013201836152245,6.5264286530643325,-0.6551907402051089,-0.030082270756000895,0.3973788240760978,0.22772964537301021,0.3973788240760978,0.22772964537301021,True,True,1.3171127252227401,1.170990722209185,0.2578119161290111
lacI,araJ,7.290500851878427,7.885117901158267,0.5946170492798402,5.4740276330303645,7.428927115276051,-1.8164732188480626,0.13842626339762365,2.4110902681279027,0.4561907858822165,2.4110902681279027,0.4561907858822165,True,True,5.318761212409289,1.3719147022944067,0.5946170492798402
lacI,argG,7.693848249091073,7.748548266198639,0.05470001710756556,5.393044639162869,7.673803219208341,-2.300803609928204,-0.02004502988273238,2.3555036270357697,0.07474504699029794,2.3555036270357697,0.07474504699029794,True,True,5.117728549200413,1.0531749024820884,0.05470001710756556
lacI,aspA,6.494885673794196,6.78297508417153,0.28808941037733415,5.658715601054791,6.537548787418371,-0.8361700727394048,0.042663113624175075,1.124259483116739,0.24542629675315908,1.124259483116739,0.24542629675315908,True,True,2.1798962652915224,1.1854430014709154,0.28808941037733415
lacI,dcuB,6.494885673794196,6.78297508417153,0.28808941037733415,4.710417519184994,6.537685058053966,-1.7844681546092014,0.04279938425977026,2.0725575649865355,0.2452900261175639,2.0725575649865355,0.2452900261175639,True,True,4.20631695691469,1.185331035020831,0.28808941037733415
lacI,crp,9.370937880979668,9.21729813976623,-0.15363974121343738,4.729847462492437,9.343328505651737,-4.641090418487231,-0.027609375327930508,4.487450677273793,0.12603036588550687,4.487450677273793,0.12603036588550687,True,True,22.431445353269257,1.0912868462492193,0.15363974121343738
lacI,cyaA,9.198861395500352,9.033323862447329,-0.16553753305302266,4.032380299854479,9.158810967917567,-5.166481095645873,-0.04005042758278421,5.00094356259285,0.12548710547023845,5.00094356259285,0.12548710547023845,True,True,32.020935733558396,1.0908759892626088,0.16553753305302266
lacI,fis,8.933541293310242,9.008746874815133,0.07520558150489087,6.738132948902524,8.958063351506869,-2.195408344407718,0.024522058196627228,2.270613925912609,0.050683523308263645,2.270613925912609,0.050683523308263645,True,True,4.82528423028227,1.0357555302015675,0.07520558150489087
lacI,Fis,8.933541293310242,9.008746874815133,0.07520558150489087,6.334539038952987,8.958123636704773,-2.599002254357255,0.024582343394531136,2.6742078358621457,0.050623238110359736,2.6742078358621457,0.050623238110359736,True,True,6.38288137550628,1.0357122504918737,0.07520558150489087
lacI,galE,7.700841859922407,8.131485938544389,0.43064407862198184,6.293411014969645,7.756072349861526,-1.4074308449527617,0.05523048993911939,1.8380749235747436,0.37541358868286245,1.8380749235747436,0.37541358868286245,True,True,3.575326322258654,1.2972113830946048,0.43064407862198184
lacI,galT,7.700841859922407,8.131485938544389,0.43064407862198184,6.180860714439754,7.756629486881971,-1.519981145482653,0.05578762695956474,1.950625224104635,0.3748564516624171,1.950625224104635,0.3748564516624171,True,True,3.8654201188718513,1.296710525371929,0.43064407862198184
lacI,galK,7.700841859922407,8.131485938544389,0.43064407862198184,5.452105361119149,7.756667090638524,-2.2487364988032574,0.05582523071611778,2.6793805774252393,0.37481884790586406,2.6793805774252393,0.37481884790586406,True,True,6.405808090020343,1.296676727133174,0.43064407862198184
lacI,galM,7.700841859922407,8.131485938544389,0.43064407862198184,6.176607778777628,7.756620433605406,-1.5242340811447788,0.05577857368299899,1.9548781597667606,0.37486550493898285,1.9548781597667606,0.37486550493898285,True,True,3.876831843004563,1.2967186625842388,0.43064407862198184
lacI,lacZ,5.9542003131183066,9.5899574834145,3.635757170296193,6.652104151792717,7.036155516780802,0.6979038386744101,1.0819552036624955,2.937853331621783,2.5538019666336975,2.937853331621783,2.5538019666336975,True,True,7.6627026945786225,5.87179648921621,3.635757170296193
lacI,lacY,5.9542003131183066,9.5899574834145,3.635757170296193,6.007849258411191,7.036246700102151,0.053648945292884775,1.0820463869838441,3.5821082250033083,2.553710783312349,3.5821082250033083,2.553710783312349,True,True,11.976282271710058,5.871425383077024,3.635757170296193
lacI,lacA,5.9542003131183066,9.5899574834145,3.635757170296193,5.568585747791957,7.036314679744711,-0.38561456532634963,1.0821143666264046,4.021371735622543,2.5536428036697885,4.021371735622543,2.5536428036697885,True,True,16.238784413234658,5.871148728632362,3.635757170296193
lacI,malE,6.143283362121294,7.449569967522019,1.3062866054007252,6.2615342120730135,6.511055733955752,0.11825084995171942,0.3677723718344579,1.1880357554490057,0.9385142335662673,1.1880357554490057,0.9385142335662673,True,True,2.2784232217041134,1.9165534501544352,1.3062866054007252
lacI,malF,6.143283362121294,7.449569967522019,1.3062866054007252,6.850754713971012,6.512333744358219,0.7074713518497182,0.3690503822369253,0.598815253551007,0.9372362231637998,0.598815253551007,0.9372362231637998,False,False,1.5144723654583985,1.914856424373942,1.3062866054007252
lacI,malG,6.143283362121294,7.449569967522019,1.3062866054007252,6.080879337236819,6.511158838430297,-0.06240402488447483,0.36787547630900264,1.3686906302852,0.9384111290917225,1.3686906302852,0.9384111290917225,True,True,2.5823608829984717,1.9164164855362047,1.3062866054007252
lacI,malK,6.289756218301495,6.725606404881724,0.4358501865802289,6.297337591940012,6.315458263340552,0.007581373638517519,0.02570204503905682,0.4282688129417114,0.4101481415411721,0.4282688129417114,0.4101481415411721,True,True,1.3456179100225671,1.328822255731659,0.4358501865802289
lacI,agp,6.248571604569942,6.315803915167352,0.06723231059741064,4.479535772221923,6.119035888216643,-1.7690358323480186,-0.12953571635329908,1.8362681429454293,0.19676802695070972,1.8362681429454293,0.19676802695070972,True,True,3.5708515117025303,1.1461278833301172,0.06723231059741064
lacI,aroA,9.754829216277484,9.514306646689018,-0.24052256958846563,5.8008893686395675,9.696963315036097,-3.9539398476379164,-0.05786590124138691,3.7134172780494508,0.18265666834707872,3.7134172780494508,0.18265666834707872,True,True,13.117467205554231,1.1349719700931573,0.24052256958846563
lacI,zraS,6.306725494641218,6.919026543365615,0.6123010487243974,5.297619084850482,6.3239192913483935,-1.0091064097907356,0.01719379670717558,1.621407458515133,0.5951072520172218,1.621407458515133,0.5951072520172218,True,True,3.076750502551223,1.5105848804338962,0.6123010487243974
galR,aldA,8.46468630707073,8.444572488681148,-0.02011381838958215,4.234464046980938,8.445765779764477,-4.230222260089792,-0.018920527306253376,4.21010844170021,0.0011932910833287735,4.21010844170021,0.0011932910833287735,True,True,18.508402093839518,1.000827468513327,0.02011381838958215
galR,ampD,7.463799375253347,7.184897336439505,-0.27890203881384235,4.507094509000274,7.288962586942774,-2.956704866253073,-0.17483678831057325,2.6778028274392307,0.10406525050326909,2.6778028274392307,0.10406525050326909,True,True,6.398806444552418,1.074797782927854,0.27890203881384235
galR,ampE,7.463799375253347,7.184897336439505,-0.27890203881384235,5.412903195798869,7.289329036449403,-2.0508961794544787,-0.17447033880394436,1.7719941406406363,0.10443170000989799,1.7719941406406363,0.10443170000989799,True,True,3.4152569868174725,1.075070819939237,0.27890203881384235
galR,ansB,6.018160441839945,6.467472941017571,0.4493124991776263,6.198630885389732,6.078705725727998,0.1804704435497868,0.060545283888052914,0.26884205562783947,0.38876721528957336,0.26884205562783947,0.38876721528957336,False,False,1.2048404034176108,1.3092741493319606,0.4493124991776263
galR,araB,6.043013261196514,6.208598109442611,0.16558484824609643,6.174320407735692,6.003586740865067,0.13130714653917774,-0.039426520331447,0.034277701706918684,0.20501136857754343,0.034277701706918684,0.20501136857754343,False,False,1.0240439977983462,1.1526954301154195,0.16558484824609643
galR,araA,6.043013261196514,6.208598109442611,0.16558484824609643,6.724721312186185,6.002526352256112,0.6817080509896707,-0.04048690894040252,0.5161232027435743,0.20607175718649895,0.5161232027435743,0.20607175718649895,True,True,1.4301071089110902,1.153542978890122,0.16558484824609643
galR,araD,6.043013261196514,6.208598109442611,0.16558484824609643,6.1700658759279685,6.003627970829561,0.12705261473145413,-0.03938529036695382,0.0385322335146423,0.20497013861305025,0.0385322335146423,0.20497013861305025,False,False,1.027068377959165,1.1526624883562735,0.16558484824609643
galR,araC,7.654397744973455,7.723759838991756,0.06936209401830151,5.960040845412773,7.671380660677965,-1.694356899560682,0.01698291570451005,1.7637189935789834,0.052379178313791463,1.7637189935789834,0.052379178313791463,True,True,3.395723506389976,1.0369736092259498,0.06936209401830151
