tf_knockdown,gene,baseline_log2,true_knockdown_log2,true_fc,ode_pred_log2,scm_pred_log2,ode_fc,scm_fc,ode_abs_error,scm_abs_error,ode_fc_error,scm_fc_error,scm_wins_abs,scm_wins_fc,ode_fold_error,scm_fold_error,baseline_error,baseline_fold_error
fis,galM,7.3599238266152955,8.901582736155953,1.5416589095406579,4.0361168394973825,7.756818468693098,-3.323806987117913,0.3968946420778021,4.865465896658571,1.1447642674628558,4.865465896658571,1.1447642674628558,True,True,29.150846982547815,2.2110999892577605,1.5416589095406579,2.911290712126987
fis,galR,7.398677326740378,7.198133609473465,-0.2005437172669131,4.198738398804433,7.376653868390682,-3.1999389279359454,-0.02202345834969588,2.9993952106690323,0.17852025891721723,2.9993952106690323,0.17852025891721723,True,True,7.996647038686494,1.1317225065131942,0.2005437172669131,1.1491313535305971
fis,lacZ,7.049938417405712,7.1148041541902005,0.0648657367844887,3.26127495999002,7.0466189901521235,-3.7886634574156917,-0.0033194272535883584,3.8535291942001804,0.06818516403807706,3.8535291942001804,0.06818516403807706,True,True,14.455325540340581,1.048397024374427,0.0648657367844887,1.045987591296505
fis,lacY,7.049938417405712,7.1148041541902005,0.0648657367844887,2.5657893813743633,7.046716490681958,-4.484149036031349,-0.003221926723753654,4.549014772815838,0.06808766350824236,4.549014772815838,0.06808766350824236,True,True,23.409379235896996,1.0483261737729954,0.0648657367844887,1.045987591296505
fis,lacA,7.049938417405712,7.1148041541902005,0.0648657367844887,3.7078131775222696,7.046570330269044,-3.3421252398834422,-0.0033680871366676968,3.406990976667931,0.0682338239211564,3.406990976667931,0.0682338239211564,True,True,10.607339738605276,1.048432385788667,0.0648657367844887,1.045987591296505
fis,malE,6.534438275359352,6.5659935162191285,0.03155524085977657,3.6059296896503614,5.586220282567405,-2.9285085857089905,-0.948217992791947,2.960063826568767,0.9797732336517235,2.960063826568767,0.9797732336517235,True,True,7.781583838338054,1.9721553963963308,0.03155524085977657,1.0221133812991126
fis,malF,6.534438275359352,6.5659935162191285,0.03155524085977657,3.650258731782424,5.602385990357122,-2.884179543576928,-0.9320522850022304,2.9157347844367045,0.9636075258620069,2.9157347844367045,0.9636075258620069,True,True,7.54611865084671,1.9501803192634566,0.03155524085977657,1.0221133812991126
fis,malG,6.534438275359352,6.5659935162191285,0.03155524085977657,4.15901825932829,5.674863470920002,-2.375420016031062,-0.8595748044393501,2.4069752568908385,0.8911300452991266,2.4069752568908385,0.8911300452991266,True,True,5.30361208019854,1.854628262515483,0.03155524085977657,1.0221133812991126
fis,malK,6.321039431143055,6.654941025891389,0.33390159474833325,3.3260189517293792,6.325775564232874,-2.995020479413676,0.004736133089818573,3.3289220741620094,0.3291654616585147,3.3289220741620094,0.3291654616585147,True,True,10.048596268857997,1.2562864554731565,0.33390159474833325,1.2604174164325146
fis,agp,5.934763859173036,7.024661517833867,1.0898976586608313,3.7459751130331704,6.104119836751755,-2.1887887461398656,0.16935597757871879,3.278686404800697,0.9205416810821125,3.278686404800697,0.9205416810821125,True,True,9.704718761005568,1.8928258493662604,1.0898976586608313,2.128589362507372
fis,aroA,9.611460984942257,9.83815990478591,0.22669891984365265,2.6866200290831266,9.695067324945251,-6.92484095585913,0.08360634000299427,7.151539875702783,0.14309257984065837,7.151539875702783,0.14309257984065837,True,True,142.17656511545033,1.1042697074838894,0.22669891984365265,1.1701544131182549
fis,zraS,6.476327980705028,6.535912954102822,0.05958497339779445,2.842250364680155,6.347442766455542,-3.634077616024873,-0.12888521424948607,3.6936625894226673,0.18847018764728052,3.6936625894226673,0.18847018764728052,True,True,12.939075091241863,1.1395547081199364,0.05958497339779445,1.042165913135954
galR,aldA,8.46468630707073,8.444572488681148,-0.02011381838958215,3.1333615724942065,8.524271593637057,-5.331324734576524,0.059585286566326445,5.311210916186941,0.0796991049559086,5.311210916186941,0.0796991049559086,True,True,39.703957660830085,1.056797607055976,0.02011381838958215,1.0140394771452188
galR,ampD,7.463799375253347,7.184897336439505,-0.27890203881384235,2.741135258261227,7.287894998093467,-4.722664116992121,-0.17590437715988028,4.443762078178278,0.10299766165396207,4.4437620781782785,0.10299766165396207,True,True,21.762344409000303,1.0740027308557947,0.27890203881384235,1.213271174494758
galR,ampE,7.463799375253347,7.184897336439505,-0.27890203881384235,3.959760073923748,7.288484687836082,-3.504039301329599,-0.17531468741726552,3.225137262515757,0.10358735139657682,3.225137262515757,0.10358735139657682,True,True,9.35110763977767,1.0744418103753728,0.27890203881384235,1.213271174494758
galR,ansB,6.018160441839945,6.467472941017571,0.4493124991776263,3.700844922490664,6.0718640012773655,-2.317315519349281,0.053703559437420445,2.7666280185269074,0.39560893974020583,2.7666280185269074,0.39560893974020583,True,True,6.805154982894996,1.3154978947899627,0.4493124991776263,1.3653894400280484
galR,araB,6.043013261196514,6.208598109442611,0.16558484824609643,4.782769699815495,5.964376601439355,-1.260243561381019,-0.0786366597571595,1.4258284096271154,0.24422150800325593,1.4258284096271154,0.24422150800325593,True,True,2.6866872848836882,1.184453456091036,0.16558484824609643,1.1216206750998912
galR,araA,6.043013261196514,6.208598109442611,0.16558484824609643,3.5657100714221497,5.9646509256318385,-2.4773031897743647,-0.07836233556467587,2.642888038020461,0.2439471838107723,2.642888038020461,0.2439471838107723,True,True,6.245807209121275,1.1842282571827876,0.16558484824609643,1.1216206750998912
galR,araD,6.043013261196514,6.208598109442611,0.16558484824609643,3.5942205446458626,5.965350305974042,-2.448792716550652,-0.0776629552224728,2.614377564796748,0.24324780346856922,2.614377564796748,0.24324780346856922,True,True,6.123589461797151,1.1836543138186546,0.16558484824609643,1.1216206750998912
galR,araC,7.654397744973455,7.723759838991756,0.06936209401830151,4.534974115515247,7.7493358659987015,-3.1194236294582076,0.09493812102524668,3.188785723476509,0.025576027006945168,3.188785723476509,0.025576027006945168,True,True,9.118431764356885,1.0178860238542338,0.06936209401830151,1.0492526406245208
galR,araE,6.540879854637507,6.334007894710788,-0.20687195992671903,4.081597639883542,6.560322665100355,-2.459282214753965,0.01944281046284857,2.2524102548272458,0.2263147703895676,2.2524102548272458,0.2263147703895676,True,True,4.764782151522703,1.169842875111245,0.20687195992671903,1.1541829785210616
